accession	phylum	class	species
RS_GCF_035621495	Methanobacteriota_B	Thermococci	Thermococcus_B sp035621495
RS_GCF_904067545	Methanobacteriota_B	Thermococci	Thermococcus camini
RS_GCF_002214365	Methanobacteriota_B	Thermococci	Thermococcus celer
RS_GCF_008152015	Methanobacteriota_B	Thermococci	Thermococcus celericrescens
RS_GCF_012027285	Methanobacteriota_B	Thermococci	Thermococcus cleftensis
GB_GCA_002009975	Methanobacteriota_B	Thermococci	Thermococcus_C sp002009975
RS_GCF_000769655	Methanobacteriota_B	Thermococci	Thermococcus eurythermalis
RS_GCF_000022365	Methanobacteriota_B	Thermococci	Thermococcus gammatolerans
RS_GCF_002214385	Methanobacteriota_B	Thermococci	Thermococcus gorgonarius
RS_GCF_000816105	Methanobacteriota_B	Thermococci	Thermococcus guaymasensis
RS_GCF_900198835	Methanobacteriota_B	Thermococci	Thermococcus henrietii
RS_GCF_006274605	Methanobacteriota_B	Thermococci	Thermococcus indicus
RS_GCF_000009965	Methanobacteriota_B	Thermococci	Thermococcus kodakarensis
RS_GCF_946300405	Methanobacteriota_B	Thermococci	Thermococcus nautili
RS_GCF_012027455	Methanobacteriota_B	Thermococci	Thermococcus onnurineus
RS_GCF_002214485	Methanobacteriota_B	Thermococci	Thermococcus pacificus
RS_GCF_001592435	Methanobacteriota_B	Thermococci	Thermococcus peptonophilus
RS_GCF_001647085	Methanobacteriota_B	Thermococci	Thermococcus piezophilus
RS_GCF_002214585	Methanobacteriota_B	Thermococci	Thermococcus profundus
RS_GCF_002214565	Methanobacteriota_B	Thermococci	Thermococcus radiotolerans
RS_GCF_002214505	Methanobacteriota_B	Thermococci	Thermococcus siculi
RS_GCF_000151205	Methanobacteriota_B	Thermococci	Thermococcus sp000151205
RS_GCF_000221185	Methanobacteriota_B	Thermococci	Thermococcus sp000221185
RS_GCF_002214525	Methanobacteriota_B	Thermococci	Thermococcus sp002214525
RS_GCF_012027305	Methanobacteriota_B	Thermococci	Thermococcus sp012027305
RS_GCF_012027355	Methanobacteriota_B	Thermococci	Thermococcus sp012027355
RS_GCF_012027395	Methanobacteriota_B	Thermococci	Thermococcus sp012027395
RS_GCF_012027495	Methanobacteriota_B	Thermococci	Thermococcus sp012027495
RS_GCF_012027555	Methanobacteriota_B	Thermococci	Thermococcus sp012027555
RS_GCF_012027595	Methanobacteriota_B	Thermococci	Thermococcus sp012027595
RS_GCF_012027615	Methanobacteriota_B	Thermococci	Thermococcus sp012027615
RS_GCF_012027635	Methanobacteriota_B	Thermococci	Thermococcus sp012027635
RS_GCF_012027645	Methanobacteriota_B	Thermococci	Thermococcus sp012027645
GB_GCA_027081535	Methanobacteriota_B	Thermococci	Thermococcus sp015520705
RS_GCF_015521605	Methanobacteriota_B	Thermococci	Thermococcus sp015521605
GB_GCA_027023745	Methanobacteriota_B	Thermococci	Thermococcus sp015522395
RS_GCF_027059365	Methanobacteriota_B	Thermococci	Thermococcus sp015523185
RS_GCF_026988555	Methanobacteriota_B	Thermococci	Thermococcus sp026988555
RS_GCF_027038865	Methanobacteriota_B	Thermococci	Thermococcus sp026991495
RS_GCF_027008145	Methanobacteriota_B	Thermococci	Thermococcus sp027008145
RS_GCF_027024105	Methanobacteriota_B	Thermococci	Thermococcus sp027011145
RS_GCF_027012695	Methanobacteriota_B	Thermococci	Thermococcus sp027012695
RS_GCF_027023865	Methanobacteriota_B	Thermococci	Thermococcus sp027023865
RS_GCF_027052235	Methanobacteriota_B	Thermococci	Thermococcus sp027052235
RS_GCF_027063845	Methanobacteriota_B	Thermococci	Thermococcus sp027063845
RS_GCF_027066465	Methanobacteriota_B	Thermococci	Thermococcus sp027066465
GB_GCA_030156945	Methanobacteriota_B	Thermococci	Thermococcus sp030156945
RS_GCF_017873335	Methanobacteriota_B	Thermococci	Thermococcus stetteri
RS_GCF_024707485	Methanobacteriota_B	Thermococci	Thermococcus thermotolerans
RS_GCF_002214545	Methanobacteriota_B	Thermococci	Thermococcus thioreducens
RS_GCF_032304395	Methanobacteriota_B	Thermococci	Thermococcus zilligii
GB_GCA_015521085	Thermoproteota	Thermoprotei_A	Thermodiscus eudorianus
GB_GCA_027072335	Thermoproteota	Thermoprotei_A	Thermodiscus sp015523485
RS_GCF_038872975	Thermoproteota	Thermoprotei	Thermofilum adornatum
GB_GCA_028275765	Thermoproteota	Thermoprotei	Thermofilum_C sp020833575
GB_GCA_038816225	Thermoproteota	Thermoprotei	Thermofilum_C sp038741495
RS_GCF_000015225	Thermoproteota	Thermoprotei	Thermofilum pendens
RS_GCF_000264495	Thermoproteota	Thermoprotei_A	Thermogladius calderae
GB_GCA_028275985	Thermoproteota	Thermoprotei_A	Thermogladius sp009904025
GB_GCA_022759365	Thermoproteota	Thermoprotei_A	Thermogladius sp022759365
RS_GCF_014646795	Thermoplasmatota	Thermoplasmata	Thermogymnomonas acidicola
RS_GCF_000195915	Thermoplasmatota	Thermoplasmata	Thermoplasma acidophilum
RS_GCF_003205235	Thermoplasmatota	Thermoplasmata	Thermoplasma sp003205235
RS_GCF_008709555	Thermoplasmatota	Thermoplasmata	Thermoplasma sp008709555
RS_GCF_023256435	Thermoplasmatota	Thermoplasmata	Thermoplasma sp023256435
RS_GCF_000011185	Thermoplasmatota	Thermoplasmata	Thermoplasma volcanium
GB_GCA_000960885	Thermoproteota	Thermoprotei	Thermoproteus sp000960885
GB_GCA_032249075	Thermoproteota	Thermoprotei	Thermoproteus sp002077075
GB_GCA_038727015	Thermoproteota	Thermoprotei	Thermoproteus sp038893495
GB_GCA_041287225	Thermoproteota	Thermoprotei	Thermoproteus sp041287225
RS_GCF_000253055	Thermoproteota	Thermoprotei	Thermoproteus tenax
RS_GCF_000193375	Thermoproteota	Thermoprotei	Thermoproteus uzoniensis
RS_GCF_000092185	Thermoproteota	Thermoprotei_A	Thermosphaera aggregans
GB_GCA_023269815	Thermoproteota	Thermoprotei_A	Thermosphaera aggregans_B
GB_GCA_038887375	Thermoproteota	Thermoprotei_A	Thermosphaera sp038827615
GB_GCA_015522635	Thermoproteota	Thermoprotei_A	Tiamatella incendiivivens
GB_GCA_027077085	Thermoproteota	Thermoprotei_A	Tiamatella sp015522645
GB_GCA_902385255	Nanobdellota	Nanobdellia	Tiddalikarchaeum anstoanum
GB_GCA_013331805	Micrarchaeota	Micrarchaeia	UBA10161 sp10161u
GB_GCA_030649735	Iainarchaeota	Iainarchaeia	UBA10191 sp030649735
GB_GCA_035289485	Iainarchaeota	Iainarchaeia	UBA10205 sp035289485
GB_GCA_035289625	Iainarchaeota	Iainarchaeia	UBA10205 sp035289625
GB_GCA_038894155	Iainarchaeota	Iainarchaeia	UBA10205 sp038895675
GB_GCA_038884755	Micrarchaeota	Micrarchaeia	UBA10210 sp038884755
GB_GCA_016192915	Nanobdellota	Nanobdellia	UBA10216 sp016192915
GB_GCA_018304425	Iainarchaeota	Iainarchaeia	UBA10219 sp10219u
GB_GCA_002509225	Thermoplasmatota	Poseidoniia	UBA102 sp002509225
GB_GCA_020347565	Thermoplasmatota	Thermoplasmata	UBA10834 sp020347565
GB_GCA_035529455	Thermoplasmatota	Thermoplasmata	UBA10834 sp035529455
GB_GCA_041548485	Thermoplasmatota	Thermoplasmata	UBA10834 sp041548485
GB_GCA_002506335	Halobacteriota	Methanosarcinia	UBA114 sp002506335
GB_GCA_003491285	Methanobacteriota	Methanobacteria	UBA117 sp002494785
GB_GCA_030016715	Methanobacteriota	Methanobacteria	UBA117 sp030016715
GB_GCA_035297385	Thermoproteota	Bathyarchaeia	UBA11855 sp035297385
GB_GCA_029981985	Nanobdellota	Nanobdellia	UBA119 sp030156615
GB_GCA_028866575	Micrarchaeota	Micrarchaeia	UBA12276 sp028866575
GB_GCA_963999725	Thermoproteota	Nitrososphaeria	UBA141 sp002495315
GB_GCA_018899285	Thermoplasmatota	Thermoplasmata	UBA147 sp013791785
GB_GCA_002495885	Halobacteriota	UBA148	UBA148 sp002495885
GB_GCA_028715545	Halobacteriota	UBA148	UBA148 sp028715545
GB_GCA_028715985	Halobacteriota	UBA148	UBA148 sp028715985
GB_GCA_028279755	Nanobdellota	Nanobdellia	UBA153 sp028279755
GB_GCA_009903795	Thermoproteota	Nitrososphaeria	UBA164 sp009903795
GB_GCA_029784635	Thermoproteota	Nitrososphaeria	UBA164 sp023381255
GB_GCA_030756715	Thermoproteota	Nitrososphaeria	UBA164 sp030756715
GB_GCA_014874415	Thermoproteota	Nitrososphaeria	UBA183 sp014874415
GB_GCA_016200045	Thermoproteota	Nitrososphaeria	UBA183 sp016200045
GB_GCA_016432545	Thermoproteota	Nitrososphaeria	UBA183 sp016432545
GB_GCA_029785715	Thermoproteota	Nitrososphaeria	UBA183 sp021796515
GB_GCA_029785135	Thermoproteota	Nitrososphaeria	UBA183 sp021800855
GB_GCA_027318085	Thermoproteota	Nitrososphaeria	UBA183 sp021819035
GB_GCA_027345145	Thermoproteota	Nitrososphaeria	UBA183 sp021827865
GB_GCA_027386215	Thermoproteota	Nitrososphaeria	UBA183 sp021851265
GB_GCA_027310575	Thermoproteota	Nitrososphaeria	UBA183 sp027310575
GB_GCA_027886975	Thermoproteota	Nitrososphaeria	UBA183 sp027886975
GB_GCA_027887005	Thermoproteota	Nitrososphaeria	UBA183 sp027887005
GB_GCA_028866945	Thermoproteota	Nitrososphaeria	UBA183 sp028866945
GB_GCA_029785615	Thermoproteota	Nitrososphaeria	UBA183 sp029785615
GB_GCA_029785825	Thermoproteota	Nitrososphaeria	UBA183 sp029785825
GB_GCA_030038395	Thermoproteota	Nitrososphaeria	UBA183 sp030038395
GB_GCA_035622475	Thermoproteota	Nitrososphaeria	UBA183 sp035622475
GB_GCA_035625455	Thermoproteota	Nitrososphaeria	UBA183 sp035625455
GB_GCA_002503985	Thermoplasmatota	Thermoplasmata	UBA184 sp002503985
GB_GCA_027315645	Thermoplasmatota	Thermoplasmata	UBA184 sp021791335
GB_GCA_021798415	Thermoplasmatota	Thermoplasmata	UBA184 sp021798415
GB_GCA_027315755	Thermoplasmatota	Thermoplasmata	UBA184 sp021801925
GB_GCA_021816955	Thermoplasmatota	Thermoplasmata	UBA184 sp021816955
GB_GCA_027306645	Thermoplasmatota	Thermoplasmata	UBA184 sp021817245
GB_GCA_021817605	Thermoplasmatota	Thermoplasmata	UBA184 sp021817605
GB_GCA_021819135	Thermoplasmatota	Thermoplasmata	UBA184 sp021819135
GB_GCA_027377515	Thermoplasmatota	Thermoplasmata	UBA184 sp021821785
GB_GCA_027377975	Thermoplasmatota	Thermoplasmata	UBA184 sp021826685
GB_GCA_027378185	Thermoplasmatota	Thermoplasmata	UBA184 sp021828195
GB_GCA_027315805	Thermoplasmatota	Thermoplasmata	UBA184 sp021828715
GB_GCA_022749935	Thermoplasmatota	Thermoplasmata	UBA184 sp022749935
GB_GCA_022750055	Thermoplasmatota	Thermoplasmata	UBA184 sp022750055
GB_GCA_022750115	Thermoplasmatota	Thermoplasmata	UBA184 sp022750115
GB_GCA_022750155	Thermoplasmatota	Thermoplasmata	UBA184 sp022750155
GB_GCA_022750295	Thermoplasmatota	Thermoplasmata	UBA184 sp022750295
GB_GCA_022750415	Thermoplasmatota	Thermoplasmata	UBA184 sp022750415
GB_GCA_027310855	Thermoplasmatota	Thermoplasmata	UBA184 sp027309555
GB_GCA_027315165	Thermoplasmatota	Thermoplasmata	UBA184 sp027315165
GB_GCA_027315455	Thermoplasmatota	Thermoplasmata	UBA184 sp027315455
GB_GCA_027365105	Thermoplasmatota	Thermoplasmata	UBA184 sp027365105
GB_GCA_030038095	Thermoplasmatota	Thermoplasmata	UBA184 sp030038095
GB_GCA_030038895	Thermoplasmatota	Thermoplasmata	UBA184 sp030038895
GB_GCA_033854115	Thermoplasmatota	Thermoplasmata	UBA184 sp033854115
GB_GCA_035297105	Thermoplasmatota	Thermoplasmata	UBA184 sp035297105
GB_GCA_035501555	Thermoplasmatota	Thermoplasmata	UBA184 sp035501555
GB_GCA_035502055	Thermoplasmatota	Thermoplasmata	UBA184 sp035502055
GB_GCA_035502455	Thermoplasmatota	Thermoplasmata	UBA184 sp035502455
GB_GCA_035504395	Thermoplasmatota	Thermoplasmata	UBA184 sp035504395
GB_GCA_035532555	Thermoplasmatota	Thermoplasmata	UBA184 sp035532555
GB_GCA_035622275	Thermoplasmatota	Thermoplasmata	UBA184 sp035622275
GB_GCA_035623855	Thermoplasmatota	Thermoplasmata	UBA184 sp035623855
GB_GCA_035656255	Thermoplasmatota	Thermoplasmata	UBA184 sp035656255
GB_GCA_035656275	Thermoplasmatota	Thermoplasmata	UBA184 sp035656275
GB_GCA_035945215	Thermoplasmatota	Thermoplasmata	UBA184 sp035945215
GB_GCA_038729445	Thermoplasmatota	Thermoplasmata	UBA184 sp038729445
GB_GCA_002494765	Thermoplasmatota	UBA186	UBA186 sp002494765
GB_GCA_002501765	Halobacteriota	Methanosarcinia	UBA204 sp002501765
GB_GCA_030611205	Halobacteriota	Methanosarcinia	UBA204 sp030611205
GB_GCA_030627665	Halobacteriota	Methanomicrobia	UBA206 sp002503105
GB_GCA_030626605	Halobacteriota	Methanomicrobia	UBA207 sp002503135
GB_GCA_964011325	Thermoproteota	Nitrososphaeria	UBA213 sp002713325
GB_GCA_002507245	Thermoproteota	Bathyarchaeia	UBA233 sp002507245
GB_GCA_002499185	Nanobdellota	Nanobdellia	UBA284 sp002499185
GB_GCA_002496045	Thermoproteota	Thermoprotei_A	UBA285 sp002495025
GB_GCA_020833225	Thermoproteota	Thermoprotei_A	UBA285 sp020833225
GB_GCA_023269825	Thermoproteota	Thermoprotei_A	UBA285 sp023269825
GB_GCA_028275705	Thermoproteota	Thermoprotei_A	UBA285 sp028275705
GB_GCA_038824195	Thermoproteota	Thermoprotei_A	UBA285 sp030550615
GB_GCA_038816475	Thermoproteota	Thermoprotei_A	UBA285 sp038816475
GB_GCA_038824035	Thermoproteota	Thermoprotei_A	UBA285 sp038824035
GB_GCA_038727435	Thermoproteota	Thermoprotei_A	UBA285 sp038845865
GB_GCA_038894495	Thermoproteota	Thermoprotei_A	UBA285 sp038894495
GB_GCA_034190325	Thermoplasmatota	UBA186	UBA287 sp034190325
GB_GCA_004332335	Halobacteriota	Methanomicrobia	UBA288 sp004332335
GB_GCA_036789585	Halobacteriota	Methanomicrobia	UBA288 sp012728895
GB_GCA_035419125	Halobacteriota	Methanomicrobia	UBA288 sp029547145
GB_GCA_039680745	Halobacteriota	Methanomicrobia	UBA288 sp11384u
GB_GCA_030656015	Methanobacteriota	Methanobacteria	UBA349 sp002509745
GB_GCA_002839705	Methanobacteriota	Methanobacteria	UBA349 sp002839705
GB_GCA_030691365	Methanobacteriota	Methanobacteria	UBA349 sp023249725
GB_GCA_038115125	Thermoplasmatota	Poseidoniia	UBA36 sp001628485
GB_GCA_964011885	Thermoplasmatota	Poseidoniia	UBA36 sp001629235
GB_GCA_937129655	Thermoplasmatota	Poseidoniia	UBA36 sp001629255
GB_GCA_963998225	Thermoplasmatota	Poseidoniia	UBA36 sp002722735
GB_GCA_004195615	Thermoplasmatota	Poseidoniia	UBA36 sp004195615
GB_GCA_029940695	Thermoplasmatota	Poseidoniia	UBA36 sp029940695
GB_GCA_036336495	Thermoplasmatota	Poseidoniia	UBA36 sp030748775
GB_GCA_937888495	Methanobacteriota	Methanobacteria	UBA412 sp002495685
GB_GCA_019694635	Methanobacteriota	Methanobacteria	UBA412 sp023440975
GB_GCA_002499685	Thermoplasmatota	Thermoplasmata	UBA447 sp002503205
GB_GCA_031625175	Thermoplasmatota	Thermoplasmata	UBA447 sp031625175
GB_GCA_018238545	Asgardarchaeota	Heimdallarchaeia	UBA460 sp018238545
GB_GCA_030668825	Asgardarchaeota	Heimdallarchaeia	UBA460 sp023132955
GB_GCA_030668875	Asgardarchaeota	Heimdallarchaeia	UBA460 sp030668875
GB_GCA_002503825	Halobacteriota	Methanomicrobia	UBA467 sp002503825
GB_GCA_041305745	Halobacteriota	Methanomicrobia	UBA467 sp041305745
GB_GCA_002497075	Thermoplasmatota	Thermoplasmata	UBA472 sp002497075
GB_GCA_004525545	Thermoplasmatota	Thermoplasmata	UBA472 sp004525545
GB_GCA_012729095	Thermoplasmatota	Thermoplasmata	UBA472 sp012729095
GB_GCA_021372335	Thermoplasmatota	Thermoplasmata	UBA472 sp021372335
GB_GCA_026394395	Thermoplasmatota	Thermoplasmata	UBA472 sp026394395
GB_GCA_028682895	Thermoplasmatota	Thermoplasmata	UBA472 sp028682895
GB_GCA_035527755	Thermoplasmatota	Thermoplasmata	UBA472 sp035527755
GB_GCA_036677555	Thermoplasmatota	Thermoplasmata	UBA472 sp036677555
GB_GCA_041304605	Thermoplasmatota	Thermoplasmata	UBA472 sp041304605
GB_GCA_964013665	Nanobdellota	Nanobdellia	UBA489 sp002505585
GB_GCA_963997705	Nanobdellota	Nanobdellia	UBA492 sp002688315
GB_GCA_016185705	Nanobdellota	Nanobdellia	UBA492 sp016185705
GB_GCA_018303115	Nanobdellota	Nanobdellia	UBA492 sp018303115
GB_GCA_024653905	Iainarchaeota	Iainarchaeia	UBA493 sp024653905
GB_GCA_031200235	Thermoplasmatota	Thermoplasmata	UBA509 sp002498845
GB_GCA_021797355	Thermoplasmatota	Thermoplasmata	UBA509 sp021797355
GB_GCA_002498125	Nanobdellota	Nanobdellia	UBA525 sp002498125
GB_GCA_022451545	Thermoproteota	Nitrososphaeria	UBA57 sp002494565
GB_GCA_013378385	Thermoproteota	Nitrososphaeria	UBA57 sp013378385
GB_GCA_023898345	Nanobdellota	Nanobdellia	UBA583 sp002505525
GB_GCA_022565615	Nanobdellota	Nanobdellia	UBA583 sp022565615
GB_GCA_027858315	Nanobdellota	Nanobdellia	UBA583 sp027858315
GB_GCA_937138345	Nanobdellota	Nanobdellia	UBA583 sp937138345
GB_GCA_937899195	Thermoplasmatota	Poseidoniia	UBA60 sp028283345
GB_GCA_034679805	Thermoplasmatota	Thermoplasmata	UBA6 sp002067635
GB_GCA_002508545	Thermoplasmatota	Thermoplasmata	UBA6 sp002508545
GB_GCA_012719175	Thermoplasmatota	Thermoplasmata	UBA6 sp012719175
GB_GCA_018262895	Thermoplasmatota	Thermoplasmata	UBA6 sp018262895
GB_GCA_040776945	Thermoplasmatota	Thermoplasmata	UBA6 sp022709105
GB_GCA_033485155	Thermoplasmatota	Thermoplasmata	UBA6 sp033485155
GB_GCA_963663855	Thermoplasmatota	Thermoplasmata	UBA6 sp963663855
GB_GCA_002496015	Nanobdellota	Nanobdellia	UBA73 sp002496015
GB_GCA_001871495	Micrarchaeota	Micrarchaeia	UBA8480 sp001871495
GB_GCA_035455245	Thermoproteota	Nitrososphaeria	UBA8516 sp035455245
GB_GCA_035457865	Thermoproteota	Nitrososphaeria	UBA8516 sp035457865
GB_GCA_030748895	Thermoplasmatota	Poseidoniia	UBA8886 sp002509165
GB_GCA_030754655	Thermoplasmatota	Poseidoniia	UBA8886 sp002731655
GB_GCA_937899285	Thermoplasmatota	Poseidoniia	UBA8886 sp003193815
GB_GCA_963578705	Thermoplasmatota	Poseidoniia	UBA8886 sp963578705
GB_GCA_016930055	Thermoproteota	Bathyarchaeia	UBA8941 sp016930055
GB_GCA_041648335	Micrarchaeota	Micrarchaeia	UBA93 sp041648335
GB_GCA_018830945	Nanobdellota	Nanobdellia	UBA9640 sp018830945
GB_GCA_028706745	Nanobdellota	Nanobdellia	UBA9640 sp028706745
GB_GCA_013329215	Nanobdellota	Nanobdellia	UBA9640 sp9640u
GB_GCA_020057295	Nanobdellota	Nanobdellia	UBA9642 sp020057295
GB_GCA_027347435	Nanobdellota	Nanobdellia	UBA9642 sp021813435
GB_GCA_031402215	Nanobdellota	Nanobdellia	UBA9642 sp031402215
GB_GCA_035626895	Nanobdellota	Nanobdellia	UBA9642 sp035626895
GB_GCA_038895475	Nanobdellota	Nanobdellia	UBA9642 sp038895475
GB_GCA_041658255	Nanobdellota	Nanobdellia	UBA9642 sp041658255
GB_GCA_013329155	Nanobdellota	Nanobdellia	UBA9642 sp12459u
GB_GCA_014859835	Thermoplasmatota	Thermoplasmata	UBA9653 sp014859835
GB_GCA_018818785	Thermoplasmatota	Thermoplasmata	UBA9653 sp018818785
GB_GCA_040751795	Thermoplasmatota	Thermoplasmata	UBA9653 sp040751795
GB_GCA_041304525	Thermoplasmatota	Thermoplasmata	UBA9653 sp041304525
GB_GCA_029982165	Thermoplasmatota	Thermoplasmata	UBA9915 sp9915u
GB_GCA_023623025	Halobacteriota	Methanomicrobia	UBA9949 sp002068435
GB_GCA_002499905	Halobacteriota	Methanomicrobia	UBA9949 sp002499905
GB_GCA_937868195	Halobacteriota	Methanomicrobia	UBA9949 sp012516785
GB_GCA_013415565	Halobacteriota	Methanomicrobia	UBA9949 sp013415565
GB_GCA_035384385	Halobacteriota	Methanomicrobia	UBA9949 sp016699325
GB_GCA_021371995	Halobacteriota	Methanomicrobia	UBA9949 sp021371995
GB_GCA_029565175	Halobacteriota	Methanomicrobia	UBA9949 sp022710385
GB_GCA_022838945	Halobacteriota	Methanomicrobia	UBA9949 sp022841205
GB_GCA_041652095	Halobacteriota	Methanomicrobia	UBA9949 sp10516u
GB_GCA_013331745	Nanobdellota	Nanobdellia	UBA9989 sp9989u
GB_GCA_036788995	Thermoplasmatota	Thermoplasmata	VadinCA11 sp002498365
GB_GCA_937895425	Thermoplasmatota	Thermoplasmata	VadinCA11 sp002498605
GB_GCA_002505345	Thermoplasmatota	Thermoplasmata	VadinCA11 sp002505345
GB_GCA_002509405	Thermoplasmatota	Thermoplasmata	VadinCA11 sp002509405
GB_GCA_030445725	Thermoplasmatota	Thermoplasmata	VadinCA11 sp011620825
GB_GCA_034928305	Thermoplasmatota	Thermoplasmata	VadinCA11 sp034928305
GB_GCA_035271165	Thermoplasmatota	Thermoplasmata	VadinCA11 sp035271165
GB_GCA_021159125	Thermoplasmatota	E2	VBQP01 sp021159125
GB_GCA_016699555	Iainarchaeota	Iainarchaeia	VGJJ01 sp016699555
GB_GCA_016867455	Iainarchaeota	Iainarchaeia	VGJJ01 sp016867455
GB_GCA_030688545	Iainarchaeota	Iainarchaeia	VGJJ01 sp030688545
GB_GCA_016866895	Micrarchaeota	Micrarchaeia	VGKX01 sp016866895
GB_GCA_016882195	Thermoproteota	Methanomethylicia	VGLU01 sp016882195
GB_GCA_016874675	Thermoplasmatota	DTKX01	VGTL01 sp016874675
GB_GCA_016874685	Methanobacteriota	Methanobacteria	VGTM01 sp016874685
GB_GCA_016871995	Thermoproteota	Nitrososphaeria	VHBL01 sp016871995
GB_GCA_036515035	Thermoproteota	Nitrososphaeria	VHBL01 sp024860875
GB_GCA_030697975	Thermoproteota	Nitrososphaeria	VHBM01 sp030697975
RS_GCF_000148385	Thermoproteota	Thermoprotei	Vulcanisaeta distributa
RS_GCF_000190315	Thermoproteota	Thermoprotei	Vulcanisaeta moutnovskia
RS_GCF_026000775	Thermoproteota	Thermoprotei	Vulcanisaeta souniana
GB_GCA_028276745	Thermoproteota	Thermoprotei	Vulcanisaeta sp001516765
GB_GCA_028276845	Thermoproteota	Thermoprotei	Vulcanisaeta sp022014875
RS_GCF_001748385	Thermoproteota	Thermoprotei	Vulcanisaeta thermophila
GB_GCA_009840065	Thermoproteota	Nitrososphaeria	VYCS01 sp009840065
GB_GCA_009843815	Thermoproteota	Nitrososphaeria	VYCS01 sp009843815
GB_GCA_016126025	Thermoproteota	Nitrososphaeria	VYCS01 sp016126025
GB_GCA_021296165	Thermoproteota	Nitrososphaeria	VYCS01 sp021296165
GB_GCA_963665475	Thermoproteota	Nitrososphaeria	VYCS01 sp963665475
GB_GCA_015523685	Halobacteriota	Archaeoglobi	WAJW01 sp015523685
GB_GCA_030149205	Asgardarchaeota	Heimdallarchaeia	WAKA01 sp030149205
GB_GCA_015523335	Halobacteriota	Archaeoglobi	WAKM01 sp015523335
GB_GCA_026986375	Halobacteriota	Archaeoglobi	WAKM01 sp026986375
GB_GCA_027028145	Halobacteriota	Archaeoglobi	WAKM01 sp027028145
GB_GCA_027064525	Halobacteriota	Archaeoglobi	WAKM01 sp027064525
GB_GCA_015522745	Aenigmatarchaeota	Aenigmatarchaeia	WALA01 sp015522745
GB_GCA_027007625	B1Sed10-29	B1Sed10-29	WALL01 sp015522845
GB_GCA_030628655	B1Sed10-29	B1Sed10-29	WALL01 sp023129115
GB_GCA_027007025	Nanobdellota	Nanobdellia	WALP01 sp015522785
GB_GCA_021162365	Nanobdellota	Nanobdellia	WALP01 sp021162365
GB_GCA_024277205	Nanobdellota	Nanobdellia	WALP01 sp024277205
GB_GCA_015522695	Thermoproteota	Nitrososphaeria	WALT01 sp015522695
GB_GCA_027049915	Korarchaeota	Korarchaeia	WALU01 sp015521385
GB_GCA_027006555	Korarchaeota	Korarchaeia	WALU01 sp015522685
GB_GCA_026986575	Korarchaeota	Korarchaeia	WALU01 sp026986575
GB_GCA_027061785	Korarchaeota	Korarchaeia	WALU01 sp027061785
GB_GCA_037928645	Korarchaeota	Korarchaeia	WALU01 sp027078475
GB_GCA_032159035	Korarchaeota	Korarchaeia	WALU01 sp027491395
GB_GCA_027492195	Korarchaeota	Korarchaeia	WALU01 sp027491485
GB_GCA_027492155	Korarchaeota	Korarchaeia	WALU01 sp027491785
GB_GCA_030130125	Korarchaeota	Korarchaeia	WALU01 sp030130125
GB_GCA_032159025	Korarchaeota	Korarchaeia	WALU01 sp032159055
GB_GCA_035319845	Korarchaeota	Korarchaeia	WALU01 sp035319845
GB_GCA_027002815	Thermoproteota	Thermoprotei	WANN01 sp027002815
GB_GCA_027048875	Thermoproteota	Thermoprotei_A	WANQ01 sp015521735
GB_GCA_027046625	Iainarchaeota	Iainarchaeia	WANZ01 sp015521515
GB_GCA_015521325	Thermoproteota	Thermoprotei_A	WAOK01 sp015521325
GB_GCA_026986435	Thermoproteota	Thermoprotei_A	WAOK01 sp026986435
